Facilities,Clients,LP,MFN,OPT,LS,CFL-LP/OPT,Local Search/OPT,MFN-LP/OPT
5,10,1813.5,1813.5,2485.0,2485.0,0.7297786720321932,1.0,0.7297786720321932
5,10,3422.8888888888887,3422.8888888888887,5624.0,5624.0,0.6086217796744112,1.0,0.6086217796744112
5,10,10406.0,10406.0,10406.0,10406.0,1.0,1.0,1.0
5,10,2538.0,2538.0,3404.0,3404.0,0.745593419506463,1.0,0.745593419506463
5,10,2201.6666666666665,2201.6666666666665,2455.0,2455.0,0.8968092328581126,1.0,0.8968092328581126
5,10,3599.0,3599.0,5618.0,5618.0,0.6406194375222499,1.0,0.6406194375222499
5,10,3524.0,3524.0,3524.0,3524.0,1.0,1.0,1.0
5,10,5473.333333333334,5473.333333333334,6800.0,6800.0,0.8049019607843139,1.0,0.8049019607843139
5,10,8264.555555555555,8264.555555555555,12445.0,12445.0,0.6640864247131824,1.0,0.6640864247131824
5,10,3047.142857142857,3047.142857142857,3466.0,3466.0,0.8791525842881872,1.0,0.8791525842881872
5,10,2286.0,2286.0,2748.0,2748.0,0.8318777292576419,1.0,0.8318777292576419
5,10,4844.285714285714,4844.285714285714,9524.0,9524.0,0.5086398272034559,1.0,0.5086398272034559
5,10,1782.5,1782.5,2468.0,2468.0,0.7222447325769854,1.0,0.7222447325769854
5,10,14769.8,14769.8,18441.0,18441.0,0.800921858901361,1.0,0.800921858901361
5,10,6566.0,6566.0,8459.0,8459.0,0.7762146825865942,1.0,0.7762146825865942
5,10,4752.0,4752.0,5691.0,5691.0,0.8350026357406432,1.0,0.8350026357406432
5,10,2452.4444444444443,2452.4444444444443,3386.0,3386.0,0.7242895583120037,1.0,0.7242895583120037
5,10,1851.4285714285713,2164.666666666667,2514.0,2514.0,0.7364473235594954,1.0,0.8610448156987538
5,10,11943.0,11943.0,12581.0,12581.0,0.9492886098084413,1.0,0.9492886098084413
5,10,7149.0,11603.0,17486.0,17486.0,0.40884135880132677,1.0,0.6635594189637424
5,10,6502.0,6502.0,6502.0,6502.0,1.0,1.0,1.0
5,10,2256.666666666667,2256.666666666667,2556.0,2556.0,0.882889932185707,1.0,0.882889932185707
5,10,2783.6666666666665,2783.6666666666665,5391.0,5391.0,0.516354417856922,1.0,0.516354417856922
5,10,1914.5,1914.5,2465.0,2465.0,0.7766734279918864,1.0,0.7766734279918864
5,10,2142.6,2142.6,2445.0,2445.0,0.8763190184049079,1.0,0.8763190184049079
5,10,13081.428571428572,13081.428571428572,20301.0,20301.0,0.6443736058040772,1.0,0.6443736058040772
5,10,1793.4444444444443,2963.12987012987,3414.0,3414.0,0.5253205754084488,1.0,0.8679349355975015
5,10,2953.0,2953.0,3412.0,3412.0,0.8654747948417351,1.0,0.8654747948417351
5,10,2573.0,2573.0,2573.0,2573.0,1.0,1.0,1.0
5,10,7425.0,7425.0,7425.0,7425.0,1.0,1.0,1.0
5,10,2506.0,2506.0,3390.0,3390.0,0.7392330383480826,1.0,0.7392330383480826
