Facilities,Clients,LP,MFN,OPT,LS,CFL-LP/OPT,Local Search/OPT,MFN-LP/OPT
5,25,901.0,173.01243129407098,901.0,904.0,1.0,1.0033296337402886,0.19202267624203218
5,25,1074.0,174.21267042823703,1074.0,1074.0,1.0,1.0,0.16220919034286502
5,25,780.6,139.0000154923608,782.0,782.0,0.9982097186700768,1.0,0.17774938042501381
5,25,1149.0,164.74746098787773,1149.0,1149.0,1.0,1.0,0.14338334289632526
5,25,839.0,586.095088992297,839.0,839.0,1.0,1.0,0.6985638724580416
5,25,985.0,156.52855118064772,985.0,985.0,1.0,1.0,0.1589122347011652
5,25,880.0,178.75202343815465,889.0,889.0,0.9898762654668166,1.0,0.20107089250636068
5,25,927.0,160.10560788268646,927.0,927.0,1.0,1.0,0.17271370861131224
5,25,847.0,752.1203750119464,851.0,851.0,0.9952996474735605,1.0,0.8838077262185035
5,25,899.0,145.3934741036458,899.0,943.0,1.0,1.0489432703003336,0.1617280023399842
5,25,1272.0,151.73852538784908,1272.0,1272.0,1.0,1.0,0.11929129354390651
5,25,1164.0,208.8741536723088,1164.0,1180.0,1.0,1.013745704467354,0.17944514920301444
5,25,1049.8000000000002,138.61343925709497,1056.0,1056.0,0.994128787878788,1.0,0.13126272656921872
5,25,1098.0,178.8640348250721,1098.0,1098.0,1.0,1.0,0.16289984956746092
5,25,812.0,184.8925781967631,812.0,812.0,1.0,1.0,0.22770021945414176
5,25,863.0,428.2813257258152,899.0,899.0,0.9599555061179088,1.0,0.4763974702178144
5,25,953.6,940.2740077722344,960.0,960.0,0.9933333333333334,1.0,0.9794520914294108
5,25,830.0,130.94033111698803,830.0,830.0,1.0,1.0,0.15775943508070847
10,25,916.0,215.954292093226,916.0,1034.0,1.0,1.1288209606986899,0.23575796080046507
10,25,1069.2,259.41755272082065,1082.0,1174.0,0.9881700554528651,1.0850277264325323,0.23975744244068453
10,25,939.3333333333334,225.5501612795973,940.0,1063.0,0.999290780141844,1.1308510638297873,0.23994698008467796
10,25,860.0,230.66426413185232,860.0,860.0,1.0,1.0,0.26821426061843295
10,25,969.0,226.99756962052368,969.0,979.0,1.0,1.0103199174406605,0.23425961777143825
10,25,979.75,196.80985643428707,985.0,985.0,0.9946700507614213,1.0,0.19980696084699195
10,25,791.3333333333334,234.71627938406556,792.0,822.0,0.9991582491582492,1.0378787878787878,0.2963589386162444
10,25,810.0,234.95175702924143,810.0,908.0,1.0,1.1209876543209876,0.2900638975669647
10,25,768.0,217.5147752084828,768.0,802.0,1.0,1.0442708333333333,0.28322236355271196
10,25,893.0,210.3678951577428,893.0,933.0,1.0,1.0447928331466965,0.23557435068056304
10,25,911.0,222.1355470697853,911.0,911.0,1.0,1.0,0.2438370439843966
10,25,833.0,225.1998744665525,833.0,833.0,1.0,1.0,0.27034798855528513
10,25,903.0,214.75511254721357,903.0,910.0,1.0,1.0077519379844961,0.23782404490278358
10,25,759.9999999999999,238.41302669947748,762.0,766.0,0.9973753280839893,1.005249343832021,0.31287798779458986
10,25,778.0,225.70715932958373,778.0,788.0,1.0,1.012853470437018,0.29011202998661145
10,25,844.0,227.475593656,844.0,855.0,1.0,1.0130331753554502,0.26952084556398104
10,25,652.0,220.5022009705886,652.0,683.0,1.0,1.0475460122699387,0.3381935597708414
10,25,929.0,241.3524096623399,929.0,1074.0,1.0,1.1560818083961248,0.2597980728335198
10,25,720.6666666666666,208.85176758329789,721.0,721.0,0.9995376791493296,1.0,0.28966958055935904
10,25,859.0,224.3851805224844,859.0,888.0,1.0,1.0337601862630965,0.26121674100405634
10,25,735.0,201.69079686899508,735.0,744.0,1.0,1.0122448979591836,0.27440924744080963
10,25,867.0,207.62004824795932,879.0,903.0,0.9863481228668942,1.0273037542662116,0.2362002824208866
10,25,814.0,238.33437596154883,814.0,844.0,1.0,1.0368550368550369,0.2927940736628364
10,25,736.0,218.5145780730863,739.0,807.0,0.9959404600811907,1.0920162381596752,0.2956895508431479
10,25,826.0,235.74608625395777,826.0,887.0,1.0,1.0738498789346247,0.2854068840846946
10,25,694.0,216.13769728479585,694.0,759.0,1.0,1.0936599423631124,0.31143760415676636
10,25,729.0,207.4345911365964,729.0,749.0,1.0,1.027434842249657,0.2845467642477317
10,25,1093.0,240.9346398647064,1093.0,1133.0,1.0,1.0365965233302836,0.22043425422205526
10,25,866.7142857142858,240.44285021513392,869.0,928.0,0.9973697188887063,1.0678941311852703,0.2766891256790954
10,25,806.3333333333331,214.82175278415863,809.0,873.0,0.9967037494849607,1.0791100123609394,0.2655398674711479
10,25,790.0,227.47069038286804,790.0,805.0,1.0,1.018987341772152,0.2879375827631241
10,25,807.6666666666666,225.40863034747,808.0,828.0,0.9995874587458745,1.0247524752475248,0.2789710771627104
10,25,952.0,236.61625753313237,952.0,1032.0,1.0,1.084033613445378,0.24854648900539114
10,25,773.0,212.4852676004744,773.0,812.0,1.0,1.0504527813712807,0.2748839166888414
10,25,816.6666666666667,233.82723145202692,827.0,829.0,0.9875050382910118,1.0024183796856105,0.2827415132430797
10,25,799.0,208.28483384308572,799.0,815.0,1.0,1.0200250312891115,0.2606818946721974
10,25,761.0,216.625607988484,761.0,798.0,1.0,1.0486202365308803,0.284659143217456
10,25,796.0,219.2660606602378,805.0,805.0,0.9888198757763975,1.0,0.27238019957793513
10,25,856.0,235.09903530039097,856.0,871.0,1.0,1.0175233644859814,0.2746484057247558
10,25,885.7777777777777,231.62316886785572,904.0,914.0,0.9798426745329399,1.011061946902655,0.2562203195440882
10,25,797.0,209.6954313084532,797.0,797.0,1.0,1.0,0.2631059363970555
10,25,854.5,209.4057201483577,855.0,855.0,0.9994152046783625,1.0,0.24491897093375167
10,25,840.0,226.76680555513133,840.0,913.0,1.0,1.0869047619047618,0.26996048280372775
10,25,997.0,246.76100030832453,998.0,1050.0,0.998997995991984,1.0521042084168337,0.2472555113309865
10,25,961.0,197.2632397715902,963.0,990.0,0.9979231568016614,1.02803738317757,0.20484240890092442
10,25,880.0,241.54503211660264,880.0,984.0,1.0,1.1181818181818182,0.2744829910415939
10,25,857.6666666666667,235.51225874600752,859.0,904.0,0.9984478075281336,1.0523864959254947,0.27417026629337315
10,25,800.0,232.4593219645321,800.0,800.0,1.0,1.0,0.29057415245566515
10,25,1108.3333333333333,233.9679145946953,1111.0,1181.0,0.9975997599759975,1.063006300630063,0.2105921823534611
10,25,873.0,212.7692696350537,873.0,906.0,1.0,1.0378006872852235,0.24372195834484958
10,25,1006.0,228.64644180590963,1006.0,1046.0,1.0,1.0397614314115309,0.2272827453339062
10,25,734.0000000000001,222.1241073363504,740.0,769.0,0.9918918918918921,1.0391891891891891,0.30016771261668973
10,25,788.0,219.2990710291537,788.0,886.0,1.0,1.1243654822335025,0.27829831348877376
10,25,850.0,205.0873515411908,850.0,860.0,1.0,1.011764705882353,0.2412792371072833
10,25,711.6666666666666,210.78382379131176,712.0,733.0,0.9995318352059924,1.029494382022472,0.296044696336112
10,25,789.3333333333334,227.68505307793316,792.0,834.0,0.9966329966329966,1.053030303030303,0.28748112762365297
10,25,838.0,246.24399175325067,838.0,859.0,1.0,1.0250596658711217,0.29384724552893876
10,25,806.0,221.8665293163968,824.0,831.0,0.9781553398058253,1.008495145631068,0.2692554967432
10,25,855.0,224.094480171385,855.0,873.0,1.0,1.0210526315789474,0.2620988072179941
10,25,734.0,225.68686162073425,734.0,734.0,1.0,1.0,0.307475288311627
10,25,717.0,226.42596767384512,717.0,774.0,1.0,1.0794979079497908,0.31579632869434465
10,25,817.1666666666667,233.6896297324809,826.0,887.0,0.9893058918482648,1.0738498789346247,0.28291722727903257
10,25,727.0,209.12290359697465,727.0,727.0,1.0,1.0,0.2876518618940504
10,25,768.0,232.655708680447,768.0,785.0,1.0,1.0221354166666667,0.3029371206776654
10,25,786.5,208.2226467285805,787.0,787.0,0.9993646759847522,1.0,0.26457769597024205
10,25,771.0,220.1565301749484,771.0,771.0,1.0,1.0,0.28554673174442075
10,25,802.0,216.4882498317255,802.0,802.0,1.0,1.0,0.2699354736056428
10,25,832.4000000000001,214.9372911091687,833.0,833.0,0.9992797118847541,1.0,0.25802796051520854
10,25,801.0000000000001,200.10923421842512,804.0,804.0,0.9962686567164181,1.0,0.24889208236122526
10,25,789.0,226.25589231667016,789.0,822.0,1.0,1.0418250950570342,0.2867628546472372
10,25,679.0,204.77765329796247,679.0,690.0,1.0,1.01620029455081,0.30158711825914947
10,25,762.0,210.538101388997,762.0,768.0,1.0,1.0078740157480315,0.27629672098293573
10,25,724.0,222.53290276164907,724.0,724.0,1.0,1.0,0.307365887792333
